mode;gf
D
nbcol;nblignes
20;50
X capteur;Y capteur
9;46
7;34
14;34
7;25
16;17
9;43
5;17
6;7
15;25
25;14
29;16
33;18
37;21
26;5
34;31
26;42
29;46
33;42
adresse du fond:
/Images/2pieds2.png
Commentaire:
 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
00
#
1;715;245;300;49;0;0;0;157;413
2;716;245;299;50;0;0;0;157;413
3;715;245;299;51;0;0;0;157;413
4;714;245;299;51;0;0;0;157;413
5;712;245;299;52;0;0;0;157;413
6;710;246;299;51;0;0;0;157;414
7;707;246;299;50;0;0;0;158;414
8;705;248;299;51;0;0;0;158;415
9;701;249;299;53;0;0;0;158;415
10;697;251;298;53;0;0;0;158;416
11;692;252;298;54;0;0;0;157;416
12;687;253;297;55;0;0;0;157;415
13;682;255;297;55;0;0;0;157;416
14;678;256;296;55;0;0;0;157;416
15;677;256;295;57;0;0;0;157;415
16;674;257;294;57;0;0;0;157;415
17;672;256;294;56;0;0;0;157;415
18;672;255;295;55;0;0;0;156;415
19;673;256;295;55;0;0;0;157;414
20;674;257;295;54;0;0;0;157;414
21;676;255;295;55;0;0;0;157;414
22;677;256;295;56;0;0;0;157;414
23;678;258;295;58;0;0;0;156;415
24;681;259;295;58;0;0;0;156;415
25;682;258;295;58;0;0;0;156;415
26;683;258;294;59;0;0;0;156;414
27;686;258;295;59;0;0;0;156;414
28;688;257;295;58;0;0;0;157;414
29;689;256;295;59;0;0;0;157;414
30;692;255;295;58;0;0;0;157;414
31;695;254;295;55;0;0;0;157;413
32;697;251;295;56;0;0;0;157;412
33;699;251;295;56;0;0;0;156;412
34;701;251;296;55;0;0;0;157;412
35;702;250;295;56;0;0;0;156;412
36;705;250;295;57;0;0;0;156;411
37;708;251;296;56;0;0;0;156;411
38;711;250;295;56;0;0;0;156;411
39;712;251;295;57;0;0;0;156;411
40;713;252;295;58;0;0;0;156;410
41;715;253;295;57;0;0;0;156;410
42;718;254;294;57;0;0;0;156;410
43;719;254;293;55;0;0;0;156;410
44;720;252;293;53;0;0;0;156;410
45;720;252;293;53;0;0;0;156;409
46;721;253;293;53;0;0;0;155;408
47;721;251;292;53;0;0;0;156;408
48;721;250;291;50;0;0;0;155;408
49;723;247;291;52;0;0;0;154;407
50;724;246;290;53;0;0;0;155;406
51;725;245;289;53;0;0;0;155;405
52;726;245;286;54;0;0;0;155;404
53;726;244;284;54;0;0;0;154;403
54;727;243;283;54;0;0;0;154;401
55;728;244;282;56;0;0;0;155;399
56;729;244;281;56;0;0;0;155;398
57;728;244;280;54;0;0;0;155;396
58;728;241;279;55;0;0;0;154;394
59;729;241;279;55;0;0;0;154;393
60;729;240;279;54;0;0;0;154;392
61;731;238;279;55;0;0;0;153;390
62;732;237;278;55;0;0;0;152;390
63;733;234;279;54;0;0;0;151;389
64;734;234;278;53;0;0;0;150;389
65;735;234;278;53;0;0;0;149;389
66;736;235;279;52;0;0;0;147;389
67;735;234;279;53;0;0;0;145;389
68;737;233;279;54;0;0;0;144;388
69;738;233;279;52;0;0;0;142;388
70;738;232;279;51;0;0;0;140;388
71;739;232;278;51;0;0;0;138;388
72;743;230;278;53;0;0;0;135;388
